caseId,profile,surface,sourceKappa,requestedKappa,relativeOffset,band,referenceOrder,referenceQualifiedExperimental,referenceEigenChange,referenceSubspaceChange,referenceEquationError,referenceBoundaryError,cutoffRelativeGap,minimumInternalRelativeGap,minimumParticipationFraction,maximumUpperQuarterFraction,baselineEigenError,baselineFrequencyError,baselineSubspaceError,warmFlag,coldFlag,warmOperatorApplications,coldOperatorApplications,warmToFullEigenError,warmToFullSubspaceError,warmToReferenceEigenError,warmToReferenceSubspaceError,warmToReferenceIndividualH1Error,approximateEigenError,approximateFrequencyError,approximateSubspaceError,approximateIndividualH1Error,approximateFError,approximateEquationError,approximateBoundaryError,warmMatchesFull,fallbackRequired,fullSolveSeconds,warmRawSeconds,coldRawSeconds,warmFactorizationSeconds,warmEigensolveSeconds,warmFinalizationSeconds,requestedAssemblySeconds,requestedSelectionSeconds,warmValidationSeconds,referenceSolveSeconds,referenceValidationSeconds,baselineValidationSeconds,neighborAcquisitionSeconds,warmWithValidationAndFallbackSeconds,warmWithAllReferenceSeconds,analyticAvailable,analyticEigenError,analyticSubspaceError,productionQualification
11,constant,rigid,0.01,0.0101,0.01,8,144,1,4.60090971533642e-12,6.90147194904341e-12,1.01254898419516e-10,9.41638464524951e-15,0.186126413189001,0.11639442775921,0.66850920227654,0.378892346770106,5.76837234940033e-12,2.88400478175555e-12,6.8445524539774e-12,0,0,49,49,7.84080463266844e-13,4.92034442998577e-13,4.98429188612896e-12,6.81617381365395e-12,1.0714029646121e-11,0.0179657410313312,0.00910475536877172,6.87911136802359e-12,1.16379883316998e-11,0.0182944137306797,0.0090642938965229,3.45344084675485e-16,1,0,0.0197374097222222,0.0148648333333333,0.013865375,0.00063775,0.00189545833333333,0.012264625,0.000426083333333333,0.00158433333333333,0.0197979583333333,0.0293339722222222,0.124998541666667,0.0128085416666667,0.0290210763888889,0.0366732083333333,0.223551673611111,1,4.98591021523366e-12,6.82077925804442e-12,0
11,constant,rigid,0.01,0.0101,0.01,16,144,1,4.60090971533642e-12,1.09910768772973e-11,1.01254898419516e-10,9.41638464524951e-15,0.110244089990659,0.11639442775921,0.667455860230717,0.378892346770106,5.76837234940033e-12,2.88400478175555e-12,1.10425739262039e-11,0,0,49,49,7.84080463266844e-13,2.91546513262515e-13,4.98429188612896e-12,1.10141741857526e-11,6.56096874840419e-10,0.0179657410313312,0.00910475536877172,1.10275836458508e-11,6.56097179918133e-10,0.0182944137306797,0.0090642938965229,3.45344084675485e-16,1,0,0.0197374097222222,0.0148648333333333,0.013865375,0.00063775,0.00189545833333333,0.012264625,0.000426083333333333,0.00158433333333333,0.0197979583333333,0.0293339722222222,0.124998541666667,0.0128085416666667,0.0290210763888889,0.0366732083333333,0.223551673611111,1,4.98591021523366e-12,1.10120373330556e-11,0
12,constant,rigid,0.01,0.011,0.1,8,144,1,5.56208274959072e-12,1.78666259772875e-11,6.17069117394049e-11,1.15412152685904e-14,0.182286349269173,0.115559590720064,0.668509202276768,0.378892346764803,3.06192804879341e-12,1.53086758821201e-12,1.8280523379755e-11,0,0,49,49,1.72314853732412e-12,4.77062981459414e-13,3.32219717597995e-12,1.8376363304876e-11,1.78400903835527e-11,0.160465068230658,0.0913821482262225,1.82411424793043e-11,1.77369850298191e-11,0.191135665900669,0.0872313243213875,3.45344084675485e-16,1,0,0.0195434930555556,0.00657866666666667,0.00868233333333333,0.000522,0.001752125,0.00423916666666667,0.000436375,0.00184933333333333,0.019781375,0.0305570555555556,0.1228015,0.01225875,0.0290210763888889,0.02864575,0.213806548611111,1,3.32745447379452e-12,1.84917262791142e-11,0
12,constant,rigid,0.01,0.011,0.1,16,144,1,5.56208274959072e-12,5.11004475958097e-12,6.17069117394049e-11,1.15412152685904e-14,0.109539982016676,0.115559590720064,0.667455860230437,0.378892346764803,3.06192804879341e-12,1.53086758821201e-12,5.21416231345049e-12,0,0,49,49,1.72314853732412e-12,3.74352722313361e-13,3.32219717597995e-12,5.17306084704082e-12,6.57296662270047e-10,0.160465068230658,0.0913821482262225,5.24347077299932e-12,6.57297368777516e-10,0.191135665900669,0.0872313243213875,3.45344084675485e-16,1,0,0.0195434930555556,0.00657866666666667,0.00868233333333333,0.000522,0.001752125,0.00423916666666667,0.000436375,0.00184933333333333,0.019781375,0.0305570555555556,0.1228015,0.01225875,0.0290210763888889,0.02864575,0.213806548611111,1,3.32745447379452e-12,4.89319431001879e-12,0
13,constant,free,0.0001,0.0001,0,8,216,0,8.71327355739562e-10,1.10412807865408e-10,9.25088954149249e-06,5.80572374577012e-10,0.234363726524029,0.128887125342788,0.668943155739627,0.379329559965951,1.86919961264766e-10,9.34504159825371e-11,8.12342705924949e-11,0,0,49,49,2.33812321292195e-12,2.63586651306871e-12,1.89258084477251e-10,8.08986094168205e-11,1.70667467441799e-10,1.86919961264766e-10,9.34504159825371e-11,8.12342705924949e-11,1.69719494361559e-10,2.68598196077961e-10,1.37478331037435e-07,3.18598394668069e-12,1,1,0.0118394791666667,0.0134770416666667,0.012937125,0.000991166666666667,0.00279275,0.00960295833333333,0.000384458333333333,0.00125229166666667,0.0328519583333333,0.0877809201388889,0.303144125,0.024693625,0.0118394791666667,0.0598052291666667,0.475423899305556,1,1.89240736167951e-10,8.1058088584986e-11,0
13,constant,free,0.0001,0.0001,0,16,216,0,8.71327355739562e-10,5.72427579674214e-11,9.25088954149249e-06,5.80572374577012e-10,0.121092293747239,0.128887125342788,0.667505279768758,0.379329559965951,1.86919961264766e-10,9.34504159825371e-11,6.18673583276913e-11,0,0,49,49,2.33812321292195e-12,3.91819586263894e-12,1.89258084477251e-10,6.15521522769759e-11,1.70667467441799e-10,1.86919961264766e-10,9.34504159825371e-11,6.18673583276913e-11,1.69719494361559e-10,2.68598196077961e-10,1.37478331037435e-07,3.18598394668069e-12,1,1,0.0118394791666667,0.0134770416666667,0.012937125,0.000991166666666667,0.00279275,0.00960295833333333,0.000384458333333333,0.00125229166666667,0.0328519583333333,0.0877809201388889,0.303144125,0.024693625,0.0118394791666667,0.0598052291666667,0.475423899305556,1,1.89240736167951e-10,6.15492598275487e-11,0
14,constant,free,0.0001,0.0001001,0.001,8,216,0,6.29938077021825e-10,1.04041161731457e-10,1.10875046449793e-05,5.65127317209211e-10,0.234363719100843,0.128887124181178,0.668943155739133,0.379329559080813,4.14464822781311e-10,2.07211471967322e-10,7.68571551654184e-11,0,0,49,49,3.87494397518972e-12,4.88542404851913e-12,4.18339766754895e-10,7.6229124582648e-11,2.91676020196438e-10,6.64837315371519e-06,3.32386502472918e-06,7.0132862961992e-08,2.69413373072551e-06,7.27891316163236e-06,0.000980691507545238,3.18598394668069e-12,1,1,0.0177691458333333,0.00434183333333333,0.00342633333333333,0.000687875,0.00178695833333333,0.001793875,0.000318875,0.00102004166666667,0.0224690416666667,0.0622012951388889,0.181671416666667,0.0152652083333333,0.0118394791666667,0.0459189375,0.305056857638889,1,4.18323936670218e-10,7.6567608138837e-11,0
14,constant,free,0.0001,0.0001001,0.001,16,216,0,6.29938077021825e-10,5.66769695290073e-11,1.10875046449793e-05,5.65127317209211e-10,0.121092292788314,0.128887124181178,0.667505279768842,0.379329559080813,4.14464822781311e-10,2.07211471967322e-10,6.0433512066196e-11,0,0,49,49,3.87494397518972e-12,1.04726423583467e-11,4.18339766754895e-10,6.01127227594778e-11,2.91676020196438e-10,6.64837315371519e-06,3.32386502472918e-06,2.37132068150464e-08,2.69413373072551e-06,7.27891316163236e-06,0.000980691507545238,3.18598394668069e-12,1,1,0.0177691458333333,0.00434183333333333,0.00342633333333333,0.000687875,0.00178695833333333,0.001793875,0.000318875,0.00102004166666667,0.0224690416666667,0.0622012951388889,0.181671416666667,0.0152652083333333,0.0118394791666667,0.0459189375,0.305056857638889,1,4.18323936670218e-10,6.00987324316271e-11,0
15,constant,free,0.0001,0.000101,0.01,8,216,0,7.10651355410953e-10,1.10310835388776e-10,8.02077605155801e-06,5.85685167771935e-10,0.234363651955302,0.128887113676544,0.668943155738483,0.379329551154136,2.55899626633989e-10,1.27937141137064e-10,7.5872514217362e-11,0,0,49,49,1.85181218034381e-12,2.48756555063529e-12,2.54047814454119e-10,7.58713558833725e-11,2.22164785062628e-10,6.67740163856301e-05,3.33853442320702e-05,7.04168314647739e-07,2.7059826841274e-05,7.31109660342934e-05,0.00976438644121776,3.18598394668069e-12,1,1,0.0181470625,0.00440054166666667,0.00343679166666667,0.000625666666666667,0.00176629166666667,0.00194241666666667,0.000358333333333333,0.001059,0.0220039583333333,0.0619865034722222,0.173961958333333,0.015052375,0.0118394791666667,0.0459688958333333,0.296969732638889,1,2.54031117851456e-10,7.56802828144417e-11,0
15,constant,free,0.0001,0.000101,0.01,16,216,0,7.10651355410953e-10,5.84744313347966e-11,8.02077605155801e-06,5.85685167771935e-10,0.121092284114487,0.128887113676544,0.667505279768746,0.379329551154136,2.55899626633989e-10,1.27937141137064e-10,6.19751324549958e-11,0,0,49,49,1.85181218034381e-12,4.7272628978007e-12,2.54047814454119e-10,6.18281807523279e-11,2.22164785062628e-10,6.67740163856301e-05,3.33853442320702e-05,2.38128931416094e-07,2.7059826841274e-05,7.31109660342934e-05,0.00976438644121776,3.18598394668069e-12,1,1,0.0181470625,0.00440054166666667,0.00343679166666667,0.000625666666666667,0.00176629166666667,0.00194241666666667,0.000358333333333333,0.001059,0.0220039583333333,0.0619865034722222,0.173961958333333,0.015052375,0.0118394791666667,0.0459688958333333,0.296969732638889,1,2.54031117851456e-10,6.1801634956119e-11,0
16,constant,free,0.0001,0.00011,0.1,8,216,0,6.13837439627413e-10,1.0560599414854e-10,7.9340902477028e-06,5.69556838535104e-10,0.23436294745697,0.128887003463127,0.668943155720479,0.379329467816729,3.42927739293307e-10,1.7144938150442e-10,7.41875946296886e-11,0,0,49,49,5.46200271590166e-12,3.87883591290433e-12,3.48389742007336e-10,7.36072182315949e-11,2.84644391425527e-10,0.000697109266238373,0.000348707584088359,7.35661169247624e-06,0.000282670852167175,0.000763739944162843,0.0933996851673313,3.18598394668069e-12,1,1,0.0075910625,0.0137262083333333,0.00468391666666667,0.000554875,0.00170154166666667,0.0114062916666667,0.000389541666666667,0.001239125,0.0220797916666667,0.0724334201388889,0.1635195,0.0157362916666667,0.0118394791666667,0.0450257291666667,0.296714940972222,1,3.48374572908706e-10,7.39995447307261e-11,0
16,constant,free,0.0001,0.00011,0.1,16,216,0,6.13837439627413e-10,5.63907794905306e-11,7.9340902477028e-06,5.69556838535104e-10,0.121092193103713,0.128887003463127,0.667505279767737,0.379329467816729,3.42927739293307e-10,1.7144938150442e-10,6.02390598484655e-11,0,0,49,49,5.46200271590166e-12,1.98115485827489e-11,3.48389742007336e-10,6.00754162820955e-11,2.84644391425527e-10,0.000697109266238373,0.000348707584088359,2.48782648827843e-06,0.000282670852167175,0.000763739944162843,0.0933996851673313,3.18598394668069e-12,1,1,0.0075910625,0.0137262083333333,0.00468391666666667,0.000554875,0.00170154166666667,0.0114062916666667,0.000389541666666667,0.001239125,0.0220797916666667,0.0724334201388889,0.1635195,0.0157362916666667,0.0118394791666667,0.0450257291666667,0.296714940972222,1,3.48374572908706e-10,5.99810690302161e-11,0
17,constant,free,0.001,0.001,0,8,144,1,3.03336573972503e-11,1.78431951990889e-11,4.03030860967849e-08,1.06960223502518e-10,0.233997025032026,0.128829693281566,0.668943146543658,0.410611967070316,3.07763947850713e-11,1.52511097655834e-11,1.81036969001999e-11,0,0,49,49,7.68273707381968e-12,2.61588488669313e-12,3.10420211308241e-11,1.76598515020232e-11,7.1005058566249e-11,3.07763947850713e-11,1.52511097655834e-11,1.81036969001999e-11,7.1491595531083e-11,7.52457858505514e-11,1.41023607661569e-09,3.50968311741989e-12,1,0,0.0220543125,0.00375879166666667,0.00461054166666667,0.000563083333333333,0.00170254166666667,0.00143033333333333,0.000352916666666667,0.00130691666666667,0.0203897916666667,0.0302790868055556,0.146395708333333,0.0135036666666667,0.0220543125,0.0258084166666667,0.238041190972222,1,3.10463277825255e-11,1.76602912010598e-11,0
17,constant,free,0.001,0.001,0,16,144,1,3.03336573972503e-11,1.64080167773557e-11,4.03030860967849e-08,1.06960223502518e-10,0.121044866365164,0.128829693281566,0.667505279320223,0.410611967070316,3.07763947850713e-11,1.52511097655834e-11,1.71061254035693e-11,0,0,49,49,7.68273707381968e-12,8.99829978571479e-12,3.10420211308241e-11,1.65184959017622e-11,7.1005058566249e-11,3.07763947850713e-11,1.52511097655834e-11,1.71061254035693e-11,7.1491595531083e-11,7.52457858505514e-11,1.41023607661569e-09,3.50968311741989e-12,1,0,0.0220543125,0.00375879166666667,0.00461054166666667,0.000563083333333333,0.00170254166666667,0.00143033333333333,0.000352916666666667,0.00130691666666667,0.0203897916666667,0.0302790868055556,0.146395708333333,0.0135036666666667,0.0220543125,0.0258084166666667,0.238041190972222,1,3.10463277825255e-11,1.65186910706961e-11,0
18,constant,free,0.001,0.001001,0.001,8,144,1,4.60727348443763e-11,1.98776023966153e-11,2.68302056882028e-08,1.15955458182673e-10,0.233996285013003,0.128829577251354,0.668943146525076,0.4107668199868,3.82580159534466e-11,1.91289473583944e-11,2.03850370937525e-11,0,0,49,49,6.71618796183122e-12,3.747048383626e-12,4.49742039155348e-11,1.96045160854271e-11,4.46915088886097e-11,0.000449219441266822,0.000224685123928364,6.99509171658944e-06,0.000227197235940798,0.000482702631406316,0.000999500046229578,3.50968311741989e-12,1,0,0.00629172916666667,0.00497975,0.00315008333333333,0.000505125,0.001618625,0.00279845833333333,0.0004175,0.00103691666666667,0.019324,0.0275325868055556,0.129406166666667,0.0122231666666667,0.0220543125,0.0257581666666667,0.201211815972222,1,4.49919194838777e-11,1.9559001742711e-11,0
18,constant,free,0.001,0.001001,0.001,16,144,1,4.60727348443763e-11,1.75374706651186e-11,2.68302056882028e-08,1.15955458182673e-10,0.121044770541798,0.128829577251354,0.667505279319171,0.4107668199868,3.82580159534466e-11,1.91289473583944e-11,1.80432297579645e-11,0,0,49,49,6.71618796183122e-12,1.08277780190312e-11,4.49742039155348e-11,1.73740972436972e-11,4.95671308258878e-11,0.000449219441266822,0.000224685123928364,2.36935521734591e-06,0.000227197235940798,0.000482702631406316,0.000999500046229578,3.50968311741989e-12,1,0,0.00629172916666667,0.00497975,0.00315008333333333,0.000505125,0.001618625,0.00279845833333333,0.0004175,0.00103691666666667,0.019324,0.0275325868055556,0.129406166666667,0.0122231666666667,0.0220543125,0.0257581666666667,0.201211815972222,1,4.49919194838777e-11,1.73405128618439e-11,0
19,constant,free,0.001,0.00101,0.01,8,144,1,2.8968939570303e-11,1.84611098840208e-11,3.67958102236007e-08,1.05053881548402e-10,0.23398959176582,0.128828527766673,0.668943146357303,0.4121659866322,2.88758585807597e-11,1.43119828644551e-11,1.89472023589484e-11,0,0,49,49,6.70585993673881e-12,2.67038162419441e-12,2.89929149767005e-11,1.83855035800882e-11,4.54957915922153e-11,0.00448950364417602,0.00225233562111186,7.02641378500308e-05,0.00227868720208109,0.00484178429816964,0.00995000252109957,3.50968311741989e-12,1,0,0.00601610416666667,0.00490004166666667,0.00291641666666667,0.000502708333333333,0.0016005,0.00274033333333333,0.000309,0.00104116666666667,0.0193729166666667,0.0283441701388889,0.130448791666667,0.0130752083333333,0.0220543125,0.025623125,0.203507399305556,1,2.89032590443786e-11,1.8385449014623e-11,0
19,constant,free,0.001,0.00101,0.01,16,144,1,2.8968939570303e-11,1.70901171599421e-11,3.67958102236007e-08,1.05053881548402e-10,0.121043903830415,0.128828527766673,0.667505279311031,0.4121659866322,2.88758585807597e-11,1.43119828644551e-11,1.80351523429076e-11,0,0,49,49,6.70585993673881e-12,1.23193386886539e-11,2.89929149767005e-11,1.75592703908627e-11,4.85160377530857e-11,0.00448950364417602,0.00225233562111186,2.38000141074637e-05,0.00227868720208109,0.00484178429816964,0.00995000252109957,3.50968311741989e-12,1,0,0.00601610416666667,0.00490004166666667,0.00291641666666667,0.000502708333333333,0.0016005,0.00274033333333333,0.000309,0.00104116666666667,0.0193729166666667,0.0283441701388889,0.130448791666667,0.0130752083333333,0.0220543125,0.025623125,0.203507399305556,1,2.89032590443786e-11,1.73731200299373e-11,0
20,constant,free,0.001,0.0011,0.1,8,144,1,2.97729821043658e-11,1.76558511131533e-11,2.43515471302502e-08,1.0850579821089e-10,0.233919387334028,0.128817517302495,0.668943144598232,0.426681240985418,3.02856577051311e-11,1.50310277795398e-11,1.79833278762586e-11,0,0,49,49,8.06256893729226e-12,3.77182941509201e-12,3.02466541496219e-11,1.75531285917955e-11,3.3734025090774e-11,0.0445369418184366,0.0230409990775776,0.000733954415830257,0.0234245512175789,0.0498257204070924,0.0950226244799531,3.50968311741989e-12,1,0,0.00563627083333333,0.005271,0.00377966666666667,0.00051525,0.00164795833333333,0.00304570833333333,0.000317041666666667,0.001035375,0.0193154583333333,0.0183679618055556,0.132604208333333,0.0128496666666667,0.0220543125,0.025938875,0.195396982638889,1,3.02685685175227e-11,1.75333204256648e-11,0
20,constant,free,0.001,0.0011,0.1,16,144,1,2.97729821043658e-11,1.62528497085263e-11,2.43515471302502e-08,1.0850579821089e-10,0.121034810787279,0.128817517302495,0.667505279224991,0.426681240985418,3.02856577051311e-11,1.50310277795398e-11,1.70412906582082e-11,0,0,49,49,8.06256893729226e-12,5.14420469151924e-11,3.02466541496219e-11,5.2056487859646e-11,7.82569665400748e-11,0.0445369418184366,0.0230409990775776,0.000248644954158062,0.0234245512175789,0.0498257204070924,0.0950226244799531,3.50968311741989e-12,1,0,0.00563627083333333,0.005271,0.00377966666666667,0.00051525,0.00164795833333333,0.00304570833333333,0.000317041666666667,0.001035375,0.0193154583333333,0.0183679618055556,0.132604208333333,0.0128496666666667,0.0220543125,0.025938875,0.195396982638889,1,3.02685685175227e-11,1.64032744369099e-11,0
21,constant,free,0.01,0.01,0,8,144,1,1.39355478038287e-11,1.76099161774979e-11,8.87415713244648e-10,1.482233122235e-11,0.202337544659809,0.123333932255934,0.101817204753934,0.993112953144338,1.37225000459879e-11,6.85995947334824e-12,1.91116235674538e-11,0,0,49,49,2.53893192163753e-12,6.58490120810024e-12,1.36216331507365e-11,1.85688954097489e-11,1.34079307610965e-10,1.37225000459879e-11,6.85995947334824e-12,1.91116235674538e-11,1.3438969759711e-10,1.35290425817626e-10,4.13076191906936e-11,2.74217061054654e-13,1,0,0.0190028958333333,0.00687541666666667,0.014399375,0.000599208333333333,0.00182629166666667,0.00437741666666667,0.000380875,0.001246125,0.0204221666666667,0.0211132951388889,0.1322785,0.0136985,0.0190028958333333,0.0289245833333333,0.215017774305556,1,1.38841555452189e-11,1.84009600576841e-11,0
21,constant,free,0.01,0.01,0,16,144,1,1.39355478038287e-11,1.7342222259813e-11,8.87415713244648e-10,1.482233122235e-11,0.116482667058788,0.123333932255934,0.101817204753934,0.993112953144338,1.37225000459879e-11,6.85995947334824e-12,1.87266647116673e-11,0,0,49,49,2.53893192163753e-12,6.08735468773453e-12,1.36216331507365e-11,1.74921502280793e-11,1.34079307610965e-10,1.37225000459879e-11,6.85995947334824e-12,1.87266647116673e-11,1.3438969759711e-10,1.35290425817626e-10,4.13076191906936e-11,2.74217061054654e-13,1,0,0.0190028958333333,0.00687541666666667,0.014399375,0.000599208333333333,0.00182629166666667,0.00437741666666667,0.000380875,0.001246125,0.0204221666666667,0.0211132951388889,0.1322785,0.0136985,0.0190028958333333,0.0289245833333333,0.215017774305556,1,1.38841555452189e-11,1.74803151387996e-11,0
22,constant,free,0.01,0.01001,0.001,8,144,1,1.5599430506992e-11,2.05897034147818e-11,9.56793784643708e-10,1.4112036731302e-11,0.202282226557884,0.123323298926257,0.101717408643442,0.99314717203593,1.52753123693857e-11,7.63620110979335e-12,2.14105581661551e-11,0,0,49,49,2.99670131247842e-12,6.62593425039397e-12,1.53322054467315e-11,2.00701382823822e-11,1.31473252707793e-10,0.00181787847904167,0.000910080437231914,0.000525591728621242,0.000707252265951299,0.00182149677915807,0.000999500002426848,2.74217061054654e-13,1,0,0.00907327083333333,0.00705308333333333,0.00402120833333333,0.000647333333333333,0.00195054166666667,0.00438858333333333,0.000333166666666667,0.002274125,0.019200875,0.0186182118055556,0.130323166666667,0.0124705833333333,0.0190028958333333,0.02886125,0.199346482638889,1,1.54639981643843e-11,2.00180529868643e-11,0
22,constant,free,0.01,0.01001,0.001,16,144,1,1.5599430506992e-11,1.91981560148677e-11,9.56793784643708e-10,1.4112036731302e-11,0.116473794103687,0.123323298926257,0.101717408643442,0.99314717203593,1.52753123693857e-11,7.63620110979335e-12,1.96409703234416e-11,0,0,49,49,2.99670131247842e-12,6.58708215967718e-12,1.53322054467315e-11,1.87582549865766e-11,1.31473252707793e-10,0.00181787847904167,0.000910080437231914,0.000222754342453389,0.000707252265951299,0.00182149677915807,0.000999500002426848,2.74217061054654e-13,1,0,0.00907327083333333,0.00705308333333333,0.00402120833333333,0.000647333333333333,0.00195054166666667,0.00438858333333333,0.000333166666666667,0.002274125,0.019200875,0.0186182118055556,0.130323166666667,0.0124705833333333,0.0190028958333333,0.02886125,0.199346482638889,1,1.54639981643843e-11,1.87564893618695e-11,0
23,constant,free,0.01,0.0101,0.01,8,144,1,1.59979584176247e-11,3.52009682581675e-11,8.9993634572087e-10,1.41211468291276e-11,0.201783246180503,0.12322720392801,0.100828142000993,0.993447591311911,1.60042199237539e-11,8.00053423475375e-12,3.71018141371969e-11,0,0,49,49,3.24518323514594e-12,8.50465585801747e-12,1.61966189302709e-11,3.59377284122726e-11,1.4896959570249e-10,0.0179651581094856,0.00910445588992517,0.00526326405305436,0.00702543342014429,0.0182969015802495,0.00995000247730189,2.74217061054654e-13,1,0,0.00590972916666667,0.00532516666666667,0.00491041666666667,0.000668125,0.00181958333333333,0.00277504166666667,0.000314041666666667,0.001056125,0.0191695,0.0176976284722222,0.12735025,0.0122764583333333,0.0190028958333333,0.0258648333333333,0.189098899305556,1,1.62444340677213e-11,3.61232400355324e-11,0
23,constant,free,0.01,0.0101,0.01,16,144,1,1.59979584176247e-11,1.72680626546013e-11,8.9993634572087e-10,1.41211468291276e-11,0.116393599788873,0.12322720392801,0.100828142000993,0.993447591311911,1.60042199237539e-11,8.00053423475375e-12,1.89691969299638e-11,0,0,49,49,3.24518323514594e-12,6.76051083975471e-12,1.61966189302709e-11,1.7644543290092e-11,1.4896959570249e-10,0.0179651581094856,0.00910445588992517,0.00223607086070262,0.00702543342014429,0.0182969015802495,0.00995000247730189,2.74217061054654e-13,1,0,0.00590972916666667,0.00532516666666667,0.00491041666666667,0.000668125,0.00181958333333333,0.00277504166666667,0.000314041666666667,0.001056125,0.0191695,0.0176976284722222,0.12735025,0.0122764583333333,0.0190028958333333,0.0258648333333333,0.189098899305556,1,1.62444340677213e-11,1.75929194874542e-11,0
24,constant,free,0.01,0.011,0.1,8,144,1,1.63538779015434e-11,8.7079509916467e-11,8.5002800412057e-10,1.2397096087168e-11,0.196692463412426,0.122227902588188,0.0927362811887208,0.995814823428876,1.66020747829336e-11,8.30024859340181e-12,5.73923700943579e-11,0,0,49,49,7.54136678057604e-13,8.11214878547198e-12,1.73562114610037e-11,5.63568021519379e-11,1.05616859625288e-10,0.160460937216224,0.0913794632419428,0.0532024992878965,0.0658816907960715,0.191162339547188,0.0950226244365468,2.74217061054654e-13,1,0,0.00514022916666667,0.00558166666666667,0.006202125,0.000611458333333333,0.00192266666666667,0.00296804166666667,0.0003055,0.00101616666666667,0.019111375,0.0178121701388889,0.128146166666667,0.0125887916666667,0.0190028958333333,0.0260147083333333,0.189702065972222,1,1.65907302206327e-11,5.58835783749723e-11,0
24,constant,free,0.01,0.011,0.1,16,144,1,1.63538779015434e-11,1.90164226695339e-11,8.5002800412057e-10,1.2397096087168e-11,0.115558787617036,0.122227902588188,0.0927362811887208,0.995814823428876,1.66020747829336e-11,8.30024859340181e-12,1.85547222116845e-11,0,0,49,49,7.54136678057604e-13,6.45305799258629e-12,1.73562114610037e-11,1.69882109651232e-11,1.05616859625288e-10,0.160460937216224,0.0913794632419428,0.0231942493842319,0.0658816907960715,0.191162339547188,0.0950226244365468,2.74217061054654e-13,1,0,0.00514022916666667,0.00558166666666667,0.006202125,0.000611458333333333,0.00192266666666667,0.00296804166666667,0.0003055,0.00101616666666667,0.019111375,0.0178121701388889,0.128146166666667,0.0125887916666667,0.0190028958333333,0.0260147083333333,0.189702065972222,1,1.65907302206327e-11,1.69124169809064e-11,0
25,exponential,rigid,0.0001,0.0001,0,8,144,1,2.15656022630907e-08,3.99943364920431e-09,4.7516728046286e-07,2.32866514725167e-15,0.209944732452842,0.12110625062113,0.617607191697884,0.513128445311129,2.16064369231769e-08,8.61287622024108e-09,4.06220866615238e-09,0,0,49,49,8.33954431091942e-12,1.32750235363616e-12,2.16073570130968e-08,4.06238400479178e-09,1.68281620905071e-08,2.16064369231769e-08,8.61287622024108e-09,4.06220866615238e-09,1.68280641093454e-08,7.77862060880927e-09,1.90687977888678e-06,3.07428332220743e-16,1,1,0.0169576770833333,0.0178250416666667,0.031132125,0.00108770833333333,0.0048455,0.0118041666666667,0.000549041666666667,0.001749625,0.0212104583333333,0.0184348611111111,0.99859375,0.0158875416666667,0.0169576770833333,0.05829184375,1.09120799652778,1,2.0269934346844e-08,4.41605287848086e-09,0
25,exponential,rigid,0.0001,0.0001,0,16,144,1,2.15656022630907e-08,3.86119630674546e-09,4.7516728046286e-07,2.32866514725167e-15,0.114197295045277,0.12110625062113,0.617182861470234,0.513128445311129,2.16064369231769e-08,8.61287622024108e-09,4.07134084798996e-09,0,0,49,49,8.33954431091942e-12,8.03491449738601e-13,2.16073570130968e-08,4.07123464460597e-09,1.74669742243899e-08,2.16064369231769e-08,8.61287622024108e-09,4.07134084798996e-09,1.7466978323196e-08,7.77862060880927e-09,1.90687977888678e-06,3.07428332220743e-16,1,1,0.0169576770833333,0.0178250416666667,0.031132125,0.00108770833333333,0.0048455,0.0118041666666667,0.000549041666666667,0.001749625,0.0212104583333333,0.0184348611111111,0.99859375,0.0158875416666667,0.0169576770833333,0.05829184375,1.09120799652778,1,2.0269934346844e-08,5.6103240558017e-09,0
26,exponential,rigid,0.0001,0.0001001,0.001,8,144,1,2.15514705797283e-08,4.01275707371693e-09,4.75189352646722e-07,6.32991811898613e-16,0.209944726789116,0.121106249579061,0.617607188478279,0.513128692142448,2.15938356918713e-08,8.68130278580525e-09,4.07492613664928e-09,0,0,49,49,1.70834244335342e-12,8.59187239916564e-13,2.15939141092012e-08,4.07501275365952e-09,1.68398300884937e-08,1.96494648851811e-06,7.91708314043773e-07,6.26309588290618e-08,4.45192172286146e-07,2.00213029359881e-06,2.11545077607839e-06,3.07428332220743e-16,1,1,0.00398788541666667,0.018056625,0.0139915833333333,0.00167554166666667,0.00420704166666667,0.0119636666666667,0.000338458333333333,0.000567666666666667,0.0201092083333333,0.0241803611111111,0.896341708333333,0.0111716666666667,0.0169576770833333,0.04305984375,0.974753579861111,1,2.01320691958684e-08,4.40676522848362e-09,0
